url,filename,site,external_domain,file_size_bytes,file_size_human,status,crawled_at,published_date,doc_title,author,subject,keywords,description,accessible,totally_inaccessible,broken,tagged,empty_text,protected,title,language,bookmarks,tagged_content,forms,tagged_form_fields,tagged_annotations,figures_alt_text,headings,lists,tables,exempt,pages,words,images,errors
https://mon-grand-est.fr/wp-content/uploads/2020/12/Noel-Ebook-Colmar-by-French-Moments.pdf,Noel-Ebook-Colmar-by-French-Moments.pdf,mon-grand-est.fr,,10171955,9.7 MB,analysed,2026-07-15T07:09:41.943178+00:00,2020-12-18 15:45:44+00:00,Noël Ebook Colmar,,,,,False,False,False,Pass,Pass,Pass,Fail,Fail,Fail,Pass,NotApplicable,NotApplicable,Fail,Fail,Pass,Pass,NotApplicable,False,32,2207,53,"title, lang, no bookmarks and more than 20 pages, figures missing alt text (count=119), annotations-tagging-fail, "
https://www.visitmonaco.com,doc-73423665.pdf,mon-grand-est.fr,visitmonaco.com,204099,199.3 KB,analysed,2026-07-15T07:09:41.949950+00:00,,,,,,,,False,True,,,,,,,,,,,,,,,False,,,,PdfError: crawled_files/mon-grand-est.fr/doc-73423665.pdf: unable to find trailer dictionary while recovering damaged file
