url,type,referer
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/NASPA%20TRACK%202_Title%20IX%20Decisionmakers%20and%20Student%20Conduct_Training%20Materials_Cohort%202_Virginia%20Polytechnic%20Institute%20and%20State%20U.pdf,pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/annualreports/OEA%20Annual%20Report%2023.pdf,pdf,https://civilrights.vt.edu/about.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/harassment-discrimination/pwfa/PWFA%20Guide.pdf,pdf,https://civilrights.vt.edu/harassment-discrimination/support-resources.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/harassment-discrimination/pwfa/PWFA-Process-Flowchart.pdf,pdf,https://civilrights.vt.edu/harassment-discrimination/support-resources.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/harassment-discrimination/procedures/Policy%201025%20Grievance%20Procedures%20(Student%20Respondents).pdf,pdf,https://civilrights.vt.edu/harassment-discrimination.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/harassment-discrimination/procedures/Policy_1025_Procedures_Employee_Respondents.pdf,pdf,https://civilrights.vt.edu/harassment-discrimination.html
https://svpe.vt.edu/content/dam/svpe_vt_edu/SVPE_Print%202.pdf,pdf,https://svpe.vt.edu/
https://civilrights.vt.edu/content/dam/oea_vt_edu/svpe/SVPI-Strategic-Plan-2024.pdf,pdf,https://svpe.vt.edu/
"https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/The%20Four%20Corners%20of%20Title%20IX%20Regulatory%20Compliance,%202025.pdf",pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/Title%20IX%20Annual%20Report%2023.pdf,pdf,https://civilrights.vt.edu/about.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/Title%20IX%20Grievance%20Procedures%20(Students).pdf,pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/Title%20IX%20Sexual%20Harassment%20Procedures%20(Employee%20Respondents).pdf,pdf,https://civilrights.vt.edu/title-ix-vawa.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/TitleIX-ATIXA-Training-Part1-2024.pdf,pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/TitleIX-ATIXA-Training-Part2-2024.pdf,pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/TitleIX_StudentResources_August2024.pdf,pdf,https://civilrights.vt.edu/title-ix-vawa.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/Training%20Slide%20for%20ATIXIA%20Training-%20Live%20Hearings%20for%20Higher%20Education%202024-07-05.pdf,pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/Training%20Slides%20for%20ATIXA%20Training%20-%20Writing%20Outcome%20Rationales%20Workshop%202024-05-06.pdf,pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/title-ix/Trainings%20Slides%20for%20ATIXA%20Training-%20Understanding%20Consent%20Workshop%202024-02-01.pdf,pdf,https://civilrights.vt.edu/title-ix-vawa/titleix_training.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/ada/medical_request_form_052026.pdf,pdf,https://civilrights.vt.edu/ada-accessibility-services/ADAWorkplaceAccommodations.html
https://civilrights.vt.edu/content/dam/civilrights_vt_edu/equal-opportunity/questions_to_ask_and_not_to_ask.pdf,pdf,https://civilrights.vt.edu/equal-opportunity/resources.html
https://larsen.house.gov/sites/larsen.house.gov/files/vawa.pdf,pdf,https://civilrights.vt.edu/about/federal-state-executive.html
